Nombre de villes;BrutForce v2;BrutForce v3;BrutForce v3.1;BrutForce v4;BackTrack v1;BackTrack v2;TrackProches;TrackProches v1.1;TrackProches v2;Marge d'erreur CurrentTime
3;;1,7950549357115015E-4;;1,1469767022723503E-4;8,13770374382247E-5;;;8,13770374382247E-5;2,2744962812309307E-4;37,13717535649242
4;8,13770374382247E-5;1,7950549357115015E-4;8,13770374382247E-5;;8,13770374382247E-5;1,1469767022723503E-4;;;8,13770374382247E-5;7,94323936568493
5;8,13770374382247E-5;;;1,4E-4;8,13770374382247E-5;8,13770374382247E-5;1,4E-4;1,1469767022723503E-4;1,1469767022723503E-4;11,022758336987906
6;1,6110727964792766E-4;1,6110727964792766E-4;8,13770374382247E-5;8,13770374382247E-5;2,10923893594085E-4;8,13770374382247E-5;;1,4E-4;8,13770374382247E-5;7,424017121919298
7;3,949120858565302E-4;2,606828639468954E-4;1,6110727964792766E-4;8,13770374382247E-5;3,0868898407440605E-4;2,3748684174075834E-4;1,1469767022723503E-4;1,6110727964792766E-4;2,3748684174075834E-4;8,350251644921983
8;3,028751117760096E-4;6,086779845607107E-4;3,8418745424597083E-4;4,3107101760872545E-4;4,998221906060416E-4;3,8418745424597083E-4;3,8418745424597083E-4;4,049142570416056E-4;3,39934634239519E-4;12,194547657959903
9;7,854510381515695E-4;5,325410782277579E-4;5,919459434779527E-4;4,229525846816465E-4;0,0010207622424225691;4,999999999999987E-4;4,6303347611160843E-4;5,37649204097492E-4;5,474790711372751E-4;7,7907452346782
10;0,0031722126872802507;8,517954892779437E-4;7,060374557266169E-4;0,0011450570097403516;0,005409029487810159;0,0014900559273620187;0,0015733898294941339;0,0018757990889810745;0,0017103086141265695;7,292995417700759
11;0,027699084621875196;0,003404545980517319;0,002927843347363805;0,006304199658428302;0,038906072647967145;0,00963739014925147;0,009588456022159632;0,01120884769575653;0,009767801981794852;9,177560552855988
12;0,15545215898544926;0,05581603473330052;0,04354013270021205;0,03854702697859666;0,23683102124135294;0,058726864569992286;0,05922860570141196;0,06326129376553166;0,049730196952042;11,891444705233527
13;;;0,1130437926931338;0,23281253307230287;1,6977393623286248;0,3842280919800982;0,38261963566968177;0,39971238220611705;0,3047640343318453;7,233287208658089
14;;;;;9,551112556253447;2,2643924274049514;2,244145920795309;2,3228595251829876;1,6363158909371176;7,223174322744944
15;;;;;;14,716883521307548;14,562618898183574;15,354389968140477;12,596744567777112;6,852850873685729
16;;;;;;;;;31,080447809021166;7,4573447118734055
17;;;;;;;;;;16,93124638384082
18;;;;;;;;;;13,624240933048872
19;;;;;;;;;;12,54801943156377
20;;;;;;;;;;17,44345064685107
