Algorithmes;3;4;5;6;7;8;9;10;11
BrutForce;0,31000000000000005;0,11;0,4600000000000001;0,17;0,7800000000000005;1,8700000000000012;16,40999999999999;174,51000000000002;1111,4599999999998;;;;;;;;
BrutForce v3;0,01;0,05;0,04;0,15;0,2800000000000001;0,8900000000000005;4,459999999999998;30,46999999999999;295,21000000000004;3241,6100000000015;;;;;;;
BrutForce v3.1;0,01;;0,03;0,07;0,07;0,34000000000000014;2,4600000000000004;25,510000000000016;185,0399999999999;2027,2100000000005;;;;;;;
BrutForce v4;0,07;0,04;0,14;0,04;0,07;0,25000000000000006;1,690000000000001;15,220000000000006;86,85999999999997;707,7599999999995;;;;;;;
BadTrack;0,05;0,02;0,04;0,18000000000000002;0,20000000000000004;1,0900000000000007;6,189999999999998;26,89;105,16000000000001;569,62;2417,8799999999997;;;;;;
BadTrack v2;0,05;0,03;0,03;0,04;0,09;0,2900000000000001;1,1100000000000005;5,769999999999997;26,15000000000001;125,23999999999998;599,25;2546,6700000000014;;;;;
TrackProches;;0,03;0,09999999999999999;0,07;0,12999999999999998;0,3000000000000001;1,2400000000000007;5,479999999999995;29,49;115,13000000000001;604,4099999999997;2610,239999999999;;;;;
