Plus Proche Voisin;TrackProches v2.1
94,78007131395748;92,83147514405377
110,84798044077424;107,03386946597666
123,16948546418706;116,17961090320414
129,5507708896228;122,48877014559453
145,97385802126342;133,93533424615293
151,96012606046472;138,8253572311991
157,30209841924196;142,52468017608857
161,93237423573703;147,12287901320883
174,9669176706768;155,7473642613977
183,21920596218686;160,3788888112623
185,4344844664828;164,44186434766115
192,71815521026792;168,64203617511066
